num,Label,Area,PArea
170,43.jpg:1900-3845,15632674,0.08534
171,43.jpg:4620-3879,17506252,0.07099
172,43.jpg:7340-3914,17575030,0.10921
173,44.jpg:4824-3738,45597392,0.24191
174,44.jpg:2312-3708,13685525,0.29427
175,44.jpg:4824-3735,16047360,0.17405
176,44.jpg:7336-3762,15872172,0.26552
177,45.jpg:4566-3912,52767824,0.11611
178,45.jpg:1818-3896,17532020,0.15158
179,45.jpg:4566-3924,17878522,0.10573
180,45.jpg:7314-3962,17350197,0.09077
181,46.jpg:5316-3678,33617817,0.23731
182,46.jpg:3196-3642,7182058,0.40285
183,46.jpg:5316-3666,13359925,0.22505
184,46.jpg:7436-3689,13071257,0.15865
185,47.jpg:4626-3714,52451124,0.12379
186,47.jpg:1886-3714,17661845,0.14476
187,47.jpg:4626-3725,17826707,0.11932
188,47.jpg:7366-3734,16974403,0.10665
189,48.jpg:4704-3720,52562467,0.16703
190,48.jpg:1976-3720,17551686,0.18721
191,48.jpg:4704-3716,17550097,0.16370
192,48.jpg:7432-3712,17471137,0.15016
